,movie_id,username,rating
288,740985,r96sk,7.0
289,740985,nairtejas,4.0
290,449562,Ruuz,4.0
291,449562,JPV852,4.0
292,449562,Geronimo1967,4.0
293,45243,ohlalipop,
294,487672,Ruuz,5.0
295,487672,dalboz,5.0
296,193610,r96sk,5.0
297,602734,msbreviews,3.0
298,602734,JPV852,4.0
299,472983,Ruuz,7.0
300,630586,JPV852,6.0
301,630586,BeanieCore,
302,630586,Kamurai,8.0
303,11678,JPV852,7.0
304,11678,Wuchak,5.0
305,339419,Rangan,7.0
306,994,John Chard,10.0
307,132363,Geronimo1967,7.0
308,11873,Geronimo1967,7.0
309,591,John Chard,7.0
310,591,narrator56,6.0
311,397722,Ruuz,7.0
312,871875,dfeerdi,4.0
313,11518,TheTenth,10.0
314,578,John Chard,10.0
315,578,CatEllington,
316,578,in_the_crease,10.0
317,578,JPV852,8.0
318,578,r96sk,9.0
319,578,Geronimo1967,8.0
320,51540,tanty,7.0
321,51540,Kamurai,6.0
322,12123,Rocketeer Raccoon,5.0
323,10141,John Chard,8.0
324,342470,RSOliveira,7.0
325,463322,wiccaburr,7.0
326,99861,Hotsake,6.5
327,99861,tanty,7.0
328,99861,Dark Jedi,7.0
329,99861,Ruuz,7.0
330,99861,tmdb44006625,5.0
331,99861,ShawnSmith,
332,99861,LoganWright1,
333,99861,BradleyStewart,
334,99861,JaneHall,
335,99861,JessieCollins,
336,99861,1JohnSmith1,
337,99861,ShawnSmith,
338,99861,1RobertJohnson1,
339,99861,MichaelWilliams,
340,99861,WilliamJones,
341,99861,DavidBrown1,
342,99861,JosephWilson,
343,99861,richardmiller,
344,99861,ThomasMoore,
345,99861,JeffreyYoung,
346,99861,JacobKing1,
347,99861,NicholasLopez,
348,99861,StephenScott,
349,99861,LarryAdams,
350,99861,LarryAdams,
351,99861,JustinCampbell,
352,99861,CharlesTaylor,
353,99861,ChristopherAndersen,
354,99861,DanielThomas,
355,99861,MatthewJackson,
356,99861,AnthonyWhite,
357,99861,DonaldHarris,
358,99861,BrandonEvans,
359,99861,BenjaminCollins,
360,99861,SamuelSanchez,
361,99861,RaymondMorris,
362,99861,MarkMartin,
363,99861,PaulThompson,
364,99861,JPV852,7.0
365,99861,r96sk,7.0
366,292280,Frank Ochieng,
367,292280,Ruuz,4.0
368,292280,Rangan,6.0
369,134374,tanty,7.0
370,307663,Wuchak,6.0
371,437557,tmdb15214618,7.0
372,8388,Wuchak,7.0
373,8388,JPV852,8.0
374,1544,Nubyan,6.0
375,253412,Simon Foster,
376,253412,John Chard,8.0
377,253412,Rangan,7.0
378,253412,narrator56,8.0
379,581389,YourOnlyOne,9.0
380,16281,talisencrw,8.0
381,49049,ropesip,
382,49049,GeekMasher,9.0
383,49049,Dark Jedi,7.0
384,49049,LastCaress1972,
385,49049,tanty,4.0
386,49049,Ruuz,8.0
387,49049,John Chard,8.0
388,49049,Geronimo1967,
389,5910,John Chard,10.0
390,5910,r96sk,7.0
391,158015,inaneswine,7.0
392,158015,CustomerConsumer,3.0
393,608654,Ruuz,5.0
394,12335,Ruuz,8.0
395,274479,tanty,5.0
396,274479,Rangan,8.5
397,511322,msbreviews,7.0
398,511322,JPV852,5.0
399,315011,Frank Ochieng,
400,172,IanBeale,10.0
401,172,Wuchak,7.0
402,16617,John Chard,7.0
403,19277,zombieakacris,5.0
404,256924,Rangan,9.0
405,8337,xenocast,9.5
406,8337,John Chard,8.0
407,656690,corrcorr,5.0
408,419831,Ruuz,5.0
409,419831,furious_iz,4.0
410,24420,Wuchak,6.0
411,464502,Ruuz,5.0
412,11167,John Chard,10.0
413,16307,John Chard,10.0
414,12139,Kamurai,4.0
415,422,j_haseltine,
416,2119,JPV852,6.0
417,451480,TrentTX,10.0
418,354282,bswanick@gmail.com,5.0
419,6575,Kamurai,6.0
420,331482,maketheSWITCH,
421,331482,Luis_989,6.0
422,331482,Ruuz,4.0
423,331482,msbreviews,8.0
424,491584,Bertaut,8.0
425,491584,themoviediorama,8.0
426,164457,AstroNoud,8.0
427,617,JPV852,8.0
428,292011,maketheSWITCH,6.0
429,292011,tmdb92312096,5.0
430,292011,arshiaborjali,6.0
431,292011,r96sk,9.0
432,292011,Geronimo1967,7.0
433,347629,Svumpukkel85,7.0
434,480042,Ruuz,5.0
435,643882,Kamurai,4.0
436,643882,r96sk,5.0
437,94329,tanty,7.0
438,94329,Ruuz,8.0
439,620,John Chard,8.0
440,620,Peter89Spencer,9.0
441,615457,maketheSWITCH,6.0
442,615457,nairtejas,7.0
443,615457,The_Bad_Critic,6.0
444,615457,narrator56,6.0
445,615457,sporkproductions,5.0
446,615457,fourfridays,7.0
447,615457,bastag,8.0
448,615457,msbreviews,7.0
449,615457,Dark Jedi,8.0
450,615457,Grimmbro66,8.0
451,615457,r96sk,9.0
452,9802,BlackDiamondBass97,
453,9802,John Chard,8.0
454,9802,Ruuz,6.0
455,867,JPV852,5.0
456,672,WiSpider,
457,86829,kineticandroid,
458,4970,John Chard,6.0
459,4970,r96sk,7.0
460,4970,Kamurai,7.0
461,30903,wiccaburr,8.0
462,136400,brekkil,4.0
463,136400,JPV852,7.0
464,69668,r96sk,7.0
465,11778,tanty,6.0
466,11778,talisencrw,10.0
467,11778,JPV852,9.0
468,147773,Wuchak,9.0
469,147773,Geronimo1967,6.0
470,489064,maketheSWITCH,3.0
471,489064,Ruuz,6.0
472,378,Geronimo1967,7.0
473,675,John Chard,8.0
474,756999,Geronimo1967,7.0
475,756999,ChrisSawin,7.0
476,756999,msbreviews,5.0
477,11667,JPV852,4.0
478,72559,JPV852,6.0
479,72197,Ruuz,5.0
480,72197,Peter89Spencer,8.0
481,458109,Ruuz,4.0
482,407439,ltexasn,6.0
483,669583,AnilKumarKarri,
484,346910,strontium1968,4.0
485,346910,Ruuz,5.0
486,346910,Sundance,2.0
487,346910,SaltyCatFish,4.0
488,346910,skipreader,8.0
489,346910,John Chard,4.0
490,346910,5rJoud,8.0
491,12914,Dark Jedi,1.0
492,611562,Ruuz,3.0
493,299534,garethmb,
494,299534,Ruuz,9.0
495,299534,msbreviews,10.0
496,299534,heroman,10.0
497,299534,courtlynn,
498,299534,Dark Jedi,9.0
499,299534,swapnake,10.0
500,299534,Wuchak,6.0
501,299534,ShawnSmith,
502,299534,LoganWright1,
503,299534,BradleyStewart,
504,299534,JaneHall,
505,299534,JessieCollins,
506,299534,1JohnSmith1,
507,299534,gwengww,4.0
508,299534,ShawnSmith,
509,299534,1RobertJohnson1,
510,299534,MichaelWilliams,
511,299534,WilliamJones,
512,299534,DavidBrown1,
513,299534,JosephWilson,
514,299534,richardmiller,
515,299534,JeffreyYoung,
516,299534,JacobKing1,
517,299534,NicholasLopez,
518,299534,StephenScott,
519,299534,LarryAdams,
520,299534,JustinCampbell,
521,299534,CharlesTaylor,
522,299534,ChristopherAndersen,
523,299534,DanielThomas,
524,299534,MatthewJackson,
525,299534,AnthonyWhite,
526,299534,DonaldHarris,
527,299534,BrandonEvans,
528,299534,BenjaminCollins,
529,299534,SamuelSanchez,
530,299534,RaymondMorris,
531,299534,MarkMartin,
532,299534,PaulThompson,
533,299534,StevenGarcia,
534,299534,AndrewMartinez,
535,299534,KennethRobinson,
536,299534,GeorgeClark,
537,299534,KevinRodriguez1,
538,299534,BrianLewis,
539,299534,EdwardLee,
540,299534,RonaldWalker,
541,299534,TimothyHall,
542,299534,JasonAllen1,
543,299534,RyanHernandez,
544,299534,GaryWright,
545,299534,EricHill,
546,299534,JonathanGreen,
547,299534,r96sk,10.0
548,299534,y1a2s3h4,
549,5175,Ruuz,4.0
550,599281,JPV852,6.0
551,9457,John Chard,7.0
552,9457,Wuchak,5.0
553,568620,garethmb,
554,568620,fourfridays,3.0
555,568620,JPV852,5.0
556,568620,Dark Jedi,4.0
557,568620,Geronimo1967,5.0
558,3175,John Chard,8.0
559,477033,Ruuz,6.0
560,19067,Geronimo1967,7.0
561,11507,John Chard,7.5
562,11507,themoviediorama,7.0
563,11804,themoviediorama,3.0
564,583083,Kewl_Kat,4.0
565,583083,Kamurai,6.0
566,205775,Rangan,7.0
567,205775,StbMDB,8.0
568,205775,narrator56,6.0
569,82682,John Chard,6.5
570,145135,John Chard,6.0
571,145135,Rangan,7.0
572,145135,Kamurai,8.0
573,472815,maketheSWITCH,3.0
574,472815,Kamurai,3.0
575,2609,John Chard,9.0
576,2609,r96sk,8.0
577,349176,Rangan,7.0
578,10065,Wuchak,7.0
579,595671,maketheSWITCH,8.0
580,10854,John Chard,4.0
581,343674,Ruuz,7.0
582,134366,Ruuz,5.0
583,118340,Binawoo,
584,118340,tanty,8.0
585,118340,Eazyryda,10.0
586,118340,TheGSides,8.5
587,118340,travisbell,8.5
588,118340,djgri,8.0
589,118340,Dark Jedi,7.0
590,118340,Ruuz,7.0
591,118340,tmdb44006625,9.0
592,118340,r96sk,9.0
593,118340,Geronimo1967,7.0
594,938,John Chard,9.0
595,938,r96sk,9.0
596,254201,Rangan,7.5
597,26932,Geronimo1967,6.0
598,75656,Nod,
599,75656,dyefacomp,
600,75656,tanty,4.0
601,75656,david j moore,9.5
602,75656,John Chard,8.0
603,11459,Kamurai,8.0
604,11459,r96sk,7.0
605,339692,Ruuz,7.0
606,339692,Vishnu_Dileep,7.0
607,262500,Dark Jedi,
608,262500,tanty,4.0
609,262500,Rangan,6.0
610,653,Ruuz,7.0
611,653,Geronimo1967,7.0
612,360365,r96sk,7.0
613,10730,talisencrw,7.0
614,10730,John Chard,5.0
615,10730,JPV852,6.0
616,567965,maketheSWITCH,7.0
617,36670,Wuchak,6.0
618,13417,r96sk,7.0
619,152760,Geronimo1967,6.0
620,60308,tanty,6.0
621,60308,John Chard,9.0
622,60308,Kamurai,2.0
623,9423,John Chard,3.0
624,9960,SierraKiloBravo,2.0
625,411,r96sk,9.0
626,214314,Rangan,8.0
627,1680,insanenerd101,7.0
628,399366,Mark Rushow,8.0
629,399366,Ruuz,5.0
630,399366,BadChristian,8.0
631,354287,Horseface,6.0
632,339994,Rangan,7.0
633,668780,buie,
634,14677,Dark Jedi,8.0
635,14677,John Chard,7.0
636,14677,Wuchak,5.0
637,14677,JPV852,7.0
638,117263,reverenddr,4.5
639,117263,Ruuz,5.0
640,117263,themoviediorama,4.0
641,414,John Chard,5.0
642,414,Ruuz,4.0
643,16859,wizzardss,6.0
644,19877,Sugarie,8.0
645,730028,Geronimo1967,7.0
646,446101,Ruuz,7.0
647,446101,Bertaut,8.0
648,337170,fung0,9.0
649,251,Wuchak,9.0
650,548,themoviediorama,10.0
651,9433,nutshell,8.0
652,13475,Ruuz,6.0
653,13475,John Chard,10.0
654,100402,Raquel98,
655,100402,Dark Jedi,9.0
656,100402,tanty,7.0
657,100402,TheGSides,7.0
658,100402,John Chard,9.0
659,100402,Ruuz,9.0
660,100402,tmdb44006625,9.0
661,100402,JPV852,10.0
662,100402,r96sk,8.0
663,100402,Geronimo1967,7.0
664,703771,JPV852,8.0
665,474395,Ruuz,3.0
666,516486,msbreviews,5.0
667,516486,MovieGuys,
668,516486,screenzealots,3.0
669,516486,narrator56,
670,300168,Wuchak,5.0
671,8643,slayrrr666,4.0
672,528085,maketheSWITCH,4.0
673,254,John Chard,7.0
674,505600,Gill-Man,9.0
675,505600,maketheSWITCH,9.0
676,505600,Ruuz,7.0
677,505600,msbreviews,8.0
678,505600,RMoore35,6.0
679,505600,narrator56,8.0
680,16996,John Chard,7.0
681,19164,Ruuz,4.0
682,11543,Wuchak,6.0
683,14869,JPV852,5.0
684,10590,Geronimo1967,6.0
685,412988,Ruuz,3.0
686,10830,Ruuz,8.0
687,10830,FilipeManuelNeto,9.0
688,522402,msbreviews,7.0
689,522402,bastag,8.0
690,522402,Geronimo1967,7.0
691,438695,garethmb,
692,274855,Dark Jedi,7.0
693,274855,BoomCinema,2.0
694,274855,Peter89Spencer,7.0
695,46138,tanty,7.0
696,76487,damaja,6.0
697,8835,gnawbone,7.0
698,198436,Rangan,6.0
699,2614,John Chard,8.0
700,424783,TriggerZ,5.0
701,424783,Ruuz,5.0
702,359784,Rangan,9.0
703,680058,rsanek,8.0
704,277685,Rangan,7.0
705,277685,mattwilde123,6.0
706,277685,Ruuz,5.0
707,277685,John Chard,7.0
708,463906,Ruuz,3.0
709,6964,Wuchak,7.0
710,302429,Ruuz,4.0
711,10632,JPV852,7.0
712,2048,John Chard,7.0
713,586954,Kamurai,7.0
714,61012,ColinJ,4.0
715,845222,bastag,8.0
716,11335,sykobanana,8.0
717,11335,r96sk,4.0
718,10057,r96sk,8.0
719,438148,Geronimo1967,6.0
720,445651,benefits247,
721,445651,Ruuz,3.0
722,98,Eky,10.0
723,98,John Chard,10.0
724,98,Kowalczyk,8.0
725,9280,John Chard,8.0
726,9280,JPV852,6.0
727,9833,ausfem,10.0
728,644083,JPV852,5.0
729,481879,JPV852,3.0
730,398978,maketheSWITCH,8.0
731,398978,Bertaut,7.0
732,398978,Ruuz,6.0
733,398978,msbreviews,10.0
734,398978,JPV852,7.0
735,398978,r96sk,10.0
736,554241,maketheSWITCH,4.0
737,554241,JPV852,6.0
738,554241,Kamurai,6.0
739,12110,talisencrw,7.0
740,10658,Wuchak,5.0
741,1483,Cyberknight,1.0
742,506281,msbreviews,5.0
743,506281,screenzealots,8.0
744,276905,Rangan,2.0
745,593910,Geronimo1967,5.0
746,49797,LastCaress1972,
747,153,J4stringthang,
748,153,Wuchak,9.0
749,153,JPV852,10.0
750,153,narrator56,7.0
751,14537,badelf,10.0
752,5548,Ruuz,8.0
753,5548,John Chard,9.0
754,5548,JPV852,9.0
755,5548,Geronimo1967,6.0
756,87826,Kamurai,8.0
757,13051,jw,3.0
758,412656,garethmb,
759,412656,msbreviews,3.0
760,412656,JPV852,6.0
761,550205,sank99,10.0
762,522444,maketheSWITCH,2.0
763,298582,Rangan,8.0
764,23169,ohlalipop,
765,7220,tmdb44006625,3.0
766,45269,tanty,9.0
767,45269,John Chard,10.0
768,12501,John Chard,8.0
769,523781,maketheSWITCH,8.0
770,77931,Kamurai,6.0
771,356305,Rangan,5.0
772,331962,Rangan,3.5
773,18487,JPV852,7.0
774,567609,msbreviews,6.0
775,567609,Bertaut,7.0
776,567609,maketheSWITCH,6.0
777,567609,JPV852,7.0
778,567609,Ruuz,6.0
779,567609,Kamurai,8.0
780,567609,repojack,8.0
781,567609,Menticide,7.0
782,10674,r96sk,7.0
783,10674,msbreviews,8.0
784,87827,tanty,9.0
785,87827,Ibraheem...,9.0
786,87827,Dark Jedi,4.0
787,473019,ddotleugim,10.0
788,473019,maketheSWITCH,7.0
789,473019,Geronimo1967,5.0
790,571384,msbreviews,7.0
791,571384,repojack,7.0
792,571384,JPV852,6.0
793,297802,anilambaniworks,7.0
794,297802,Wuchak,7.0
795,297802,Dark Jedi,8.0
796,297802,Ruuz,6.0
797,297802,mchristenson,
798,297802,fatso19,10.0
799,297802,moopet,1.0
800,297802,Snapcase,4.0
801,760104,msbreviews,8.0
802,760104,Geronimo1967,5.0
803,417678,Rangan,8.0
804,24238,Asa_movies,10.0
805,618344,JPV852,8.0
806,210577,tanty,7.0
807,210577,VanVliet,10.0
808,210577,MatthewL.Brady,10.0
809,210577,msbreviews,9.0
810,44725,yahyaharyantoo,6.0
811,9325,Kamurai,6.0
812,854,JPV852,7.0
813,675319,itsogs,4.0
814,19959,John Chard,7.0
815,9869,John Chard,7.0
816,62213,darrenhamilton14,8.5
817,62213,Dark Jedi,7.0
818,62213,Wuchak,7.0
819,62213,Ruuz,4.0
820,62213,Kamurai,7.0
821,347984,Ruuz,5.0
822,347984,Rangan,6.0
823,76726,LastCaress1972,
824,76726,Dark Jedi,4.0
825,76726,Kamurai,8.0
826,371638,Ruuz,6.0
827,14283,atpar4,
828,693827,5rJoud,5.0
829,693827,richardbd,10.0
830,693827,edwecks,10.0
831,651571,JPV852,1.0
832,651571,RMoore35,2.0
833,377264,Frank Ochieng,
834,377264,Simon Foster,
835,377264,Rangan,5.0
836,377264,ColinJ,7.0
837,377264,Key-Si,
838,806,JPV852,2.0
839,616803,Key-Si,6.0
840,552178,maketheSWITCH,8.0
841,552178,itsogs,10.0
842,9691,John Chard,5.0
843,9691,Ruuz,4.0
844,10774,tmdb39513728,10.0
845,10774,themoviediorama,9.0
846,11327,Bazzjazz,10.0
847,515042,Luis_989,8.0
848,90,John Chard,
849,16320,anthonyryan1,
850,16320,matthew1,0.5
851,16320,John Chard,7.0
852,271969,topkek327,
853,271969,Rangan,5.0
854,271969,5rJoud,2.0
855,9825,John Chard,7.5
856,9825,Ruuz,5.0
857,9825,Kamurai,7.0
858,9825,nairtejas,7.0
859,9825,Wuchak,7.0
860,9825,yoshikagekira1999,5.0
861,42040,Wuchak,7.0
862,684700,SierraKiloBravo,10.0
863,580175,maketheSWITCH,8.0
864,580175,Geronimo1967,7.0
865,335797,topkek327,8.0
866,335797,Rangan,8.0
867,335797,tmdb44006625,5.0
868,627463,screenzealots,8.0
869,627463,maketheSWITCH,8.0
870,21316,r96sk,5.0
871,19288,Ruuz,5.0
872,68737,Frank Ochieng,
873,68737,Dark Jedi,7.0
874,2028,shiri4frnz,10.0
875,2028,Wuchak,5.0
876,615678,msbreviews,3.0
877,615678,Peter89Spencer,2.0
878,615678,davidfortoday,
879,615678,narrator56,10.0
880,615678,itsogs,10.0
881,519465,Bertaut,8.0
882,77174,John Chard,8.0
883,77174,Kamurai,7.0
884,11935,John Chard,8.0
885,260513,r96sk,7.0
886,260513,Ruuz,6.0
887,279,Wuchak,8.0
888,698,tmdb18359958,9.0
889,698,Wuchak,8.0
890,698,Geronimo1967,6.0
891,1251,r96sk,8.0
892,20766,tanty,6.0
893,20766,John Chard,8.0
894,20766,Wuchak,5.0
895,242582,tmdb39513728,
896,242582,mattwilde123,8.0
897,242582,Oldnewbie,
898,242582,John Chard,9.0
899,242582,John Chard,9.0
900,9880,Kamurai,6.0
901,9880,r96sk,7.0
902,244458,mattwilde123,8.0
903,913862,rsanek,6.0
904,291270,Rangan,7.0
905,291270,mattwilde123,8.0
906,291270,tmdb47633491,8.0
907,24264,Wuchak,7.0
908,256474,Rangan,7.0
909,256474,RMoore35,4.0
910,3512,Ruuz,6.0
911,3512,Wuchak,7.0
912,87818,Kewl_Kat,9.0
913,296524,Dark Jedi,6.0
914,296524,Rangan,8.0
915,354912,Ruuz,5.0
916,354912,furious_iz,9.0
917,354912,priya_,10.0
918,354912,r96sk,10.0
919,12246,Wuchak,8.0
920,522241,sykobanana,8.0
921,522241,JPV852,8.0
922,522241,r96sk,9.0
923,22803,John Chard,8.0
924,457335,maketheSWITCH,5.0
925,457335,msbreviews,8.0
926,457335,Ruuz,5.0
927,457335,Kamurai,8.0
928,287947,garethmb,
929,287947,msbreviews,8.0
930,287947,mfrencken,7.0
931,287947,YouShouldKnow,3.0
932,287947,militades,6.0
933,287947,Ruuz,6.0
934,287947,nutshell,6.0
935,287947,JPV852,7.0
936,277834,Rangan,7.0
937,277834,Ruuz,7.0
938,277834,r96sk,7.0
939,218836,johnmills,8.0
940,1370,Wuchak,6.0
941,375588,Ruuz,4.0
942,375588,qualityfrog,3.0
943,205724,Wuchak,4.0
944,12560,narrator56,10.0
945,11817,John Chard,5.0
946,508439,msbreviews,8.0
